1,Patriots,Falcons
1,Browns,Bengals
1,Cowboys,Eagles
1,Chargers,Chiefs
1,Texans,Cardinals
1,Bills,Dolphins
1,49ers,Giants
1,Steelers,Jaguars
1,Broncos,Jets
1,Bucs,Lions
1,Saints,Bears
1,Redskins,Raiders
1,Panthers,Vikings
1,Seahawks,Rams
1,Packers,Ravens
1,Colts,Titans
2,Bears,Browns
2,Raiders,Giants
2,Titans,Rams
2,Bills,Broncos
2,Saints,Falcons
2,Packers,Lions
2,Ravens,Colts
2,Chiefs,Dolphins
2,Patriots,Texans
2,Steelers,Vikings
2,Cardinals,Cowboys
2,Jaguars,Bengals
2,Jets,Chargers
2,Seahawks,Redskins
2,Bucs,Panthers
2,Eagles,49ers
3,Cardinals,Titans
3,Redskins,Cowboys
3,Browns,Jets
3,Chiefs,Bills
3,Saints,Bucs
3,Panthers,Packers
3,Eagles,Giants
3,Jaguars,Seahawks
3,Broncos,Patriots
3,Chargers,Raiders
3,Falcons,Dolphins
3,Colts,Steelers
3,Lions,Bears
3,Bengals,Ravens
3,Vikings,Rams
3,Texans,49ers
12,Saints,Redskins
12,Ravens,Dolphins
12,Giants,Chiefs
12,Steelers,Patriots
12,49ers,Panthers
12,Falcons,Vikings
12,Eagles,Bears
12,Packers,Bucs
12,Browns,Jaguars
12,Raiders,Cowboys
12,Texans,Titans
12,Bills,Jets
12,Bengals,Colts
12,Rams,Seahawks
12,Lions,Cardinals
12,Broncos,Chargers
14,Vikings,Bengals
14,Seahawks,Falcons
14,Browns,Titans
14,49ers,Jaguars
14,Bills,Saints
14,Redskins,Broncos
14,Cowboys,Packers
14,Eagles,Cardinals
14,Texans,Steelers
14,Bucs,Bears
14,Panthers,Dolphins
14,Chiefs,Raiders
14,Rams,Colts
14,Ravens,Lions
14,Jets,Patriots
14,Giants,Chargers
15,Chiefs,Redskins
15,Giants,Seahawks
15,Bengals,Browns
15,Titans,Jaguars
15,Raiders,Chargers
15,Texans,Colts
15,Bears,Steelers
15,Lions,Packers
15,Panthers,Falcons
15,Rams,Cardinals
15,Eagles,Broncos
15,49ers,Cowboys
15,Vikings,Ravens
15,Saints,Jets
15,Bucs,Patriots
15,Dolphins,Bills
16,Chiefs,Eagles
16,Rams,Redskins
16,Browns,Ravens
16,Bills,Raiders
16,Falcons,Cowboys
16,Jaguars,Colts
16,Lions,Steelers
16,Panthers,Bucs
16,Patriots,Chargers
16,Bears,49ers
16,Packers,Bengals
16,Dolphins,Jets
16,Titans,Texans
16,Cardinals,Seahawks
16,Broncos,Giants
16,Vikings,Saints
17,Patriots,Dolphins
17,Jets,Bills
17,Ravens,Bengals
17,Browns,Steelers
17,Titans,Colts
17,Jaguars,Texans
17,Chiefs,Chargers
17,Broncos,Raiders
17,Redskins,Giants
17,Eagles,Cowboys
17,Packers,Bears
17,Vikings,Lions
17,Falcons,Panthers
17,Bucs,Saints
17,Seahawks,49ers
17,Cardinals,Rams
